iter	F1	Logloss
163	0.728051278	0.5363181274
164	0.7281044709	0.5362689868
165	0.7281140304	0.536240686
166	0.7282542215	0.5362115668
167	0.7284232917	0.5361778355
168	0.7284232917	0.536140227
169	0.7284039244	0.5360849213
170	0.7284909072	0.5360399438
171	0.7285634522	0.5360066523
172	0.7284958388	0.535974264
173	0.7285102762	0.5359478448
174	0.7286409445	0.5359060887
175	0.728708134	0.5358621136
176	0.7287802285	0.535814607
177	0.7288766075	0.5357886308
178	0.7289441522	0.5357180502
179	0.7289054198	0.5356601982
180	0.7289054198	0.5356245007
181	0.7289247855	0.5355783044
182	0.7288284219	0.5355399657
183	0.7288284219	0.5355169104
184	0.7288766075	0.5354949238
185	0.7289103807	0.5354670047
186	0.7291318089	0.535433831
187	0.7291318089	0.5354043401
188	0.7291849255	0.5353202838
189	0.7292092751	0.5352606972
190	0.7291993095	0.5352260477
191	0.7292330571	0.535182182
192	0.729319914	0.5351474065
193	0.7292955577	0.5351150308
194	0.7293292974	0.5350673871
195	0.7292330571	0.5350345956
196	0.7291849255	0.5350079245
197	0.7291174205	0.5349744002
198	0.7291655601	0.5349484231
199	0.7292861695	0.5348587065
200	0.7293586509	0.5348148587
201	0.7293830177	0.5347925793
202	0.7293830177	0.5347713188
203	0.7294217642	0.53474024
204	0.7294892566	0.5347022309
205	0.729542376	0.5346663252
206	0.7295086321	0.5346484799
207	0.72960051	0.5346024272
208	0.729542376	0.5345532499
209	0.7296148738	0.5345065007
210	0.7295567418	0.5344797405
211	0.7296098584	0.5344609689
212	0.7295086321	0.5344066438
213	0.7296536337	0.5343570056
214	0.72961989	0.5343355014
215	0.7296823542	0.5343001218
216	0.7296148738	0.5342663357
217	0.7296148738	0.5342272867
218	0.7297979127	0.5341638606
219	0.7299522039	0.5341389296
220	0.7300289378	0.5340942434
221	0.7300820347	0.534058966
222	0.7299615027	0.5340251524
223	0.7299952212	0.5339975515
224	0.7300238917	0.533960933
225	0.7301924353	0.5339135832
226	0.7301730545	0.5338833071
227	0.7301444043	0.5338609075
228	0.7303710782	0.5338342122
229	0.7303516921	0.5338022519
230	0.7302699689	0.5337758833
231	0.7301882284	0.5337434924
232	0.73041493	0.5337170866
233	0.7303955402	0.533686727
234	0.7304098535	0.5336517134
235	0.730361836	0.5336182045
236	0.7304537128	0.5335951465
237	0.7304394	0.5335522774
238	0.7305936073	0.5335173076
239	0.7307191972	0.5334423865
240	0.7305363781	0.5334258445
241	0.7304352444	0.5334095245
242	0.7303821335	0.5333569377
243	0.7303821335	0.5333250099
244	0.7304209268	0.5333012497
245	0.7304597243	0.5332690983
246	0.7305077544	0.5332537258
247	0.7305414664	0.533242464
248	0.7305077544	0.5332191953
249	0.7304934403	0.5331979368
250	0.730633382	0.5331416302
251	0.7307682095	0.5331138574
252	0.7305465555	0.5330844054
253	0.730633382	0.5330592257
254	0.7306476883	0.5330357858
255	0.7306721908	0.5329982952
256	0.7306721908	0.5329739288
257	0.7306384787	0.532961757
258	0.7306670916	0.5329148607
259	0.7306864958	0.5328909813
260	0.7307059011	0.5328693098
261	0.7308315406	0.5328390818
262	0.7307447148	0.5328001158
263	0.7306292666	0.5327581295
264	0.7306435762	0.5327453697
265	0.7307304117	0.5327251144
266	0.7307498207	0.5326929206
267	0.7307886419	0.5326554849
268	0.7309286018	0.5326367284
269	0.7307498207	0.5325966608
270	0.7307692308	0.5325515287
271	0.7307161071	0.5325217036
272	0.7307978328	0.5324782213
273	0.7308366534	0.5324450832
274	0.7309040688	0.5324286271
275	0.7310531627	0.5324046695
276	0.7309183619	0.5323700626
277	0.7311154183	0.5323531642
278	0.7311154183	0.5323391951
279	0.7310623158	0.532313408
280	0.7311439722	0.5322954772
281	0.7311256871	0.5322583303
282	0.7312267658	0.5322455805
283	0.7312461829	0.5322307851
284	0.7312319091	0.5322077865
285	0.7312707476	0.5321890106
286	0.7311308228	0.5321354265
287	0.7311256871	0.5320808345
288	0.7312176338	0.5320551044
289	0.7312604551	0.5320046815
290	0.7313420948	0.5319685868
291	0.7311879348	0.5319321505
292	0.7310245923	0.5318733367
293	0.7309766009	0.5318527701
294	0.73116452	0.5318078898
295	0.7312279211	0.5317870111
296	0.7311410965	0.5317629445
297	0.7310879728	0.5317519465
298	0.7311410965	0.5317342294
299	0.7310931067	0.5317044867
300	0.7311125279	0.5316822227
301	0.7312136425	0.5316607606
302	0.7312382116	0.5316260028
303	0.7312861924	0.5315914758
304	0.7313393189	0.531577009
305	0.7313872878	0.5315447954
306	0.7315609147	0.5315142031
307	0.7315363166	0.5314772383
308	0.7315272244	0.5314375376
309	0.7314832028	0.5314295515
310	0.731449514	0.5313951848
311	0.7314455719	0.5313795911
312	0.731686587	0.5313356883
313	0.7317876398	0.5313103381
314	0.7316204798	0.5312750552
315	0.7316347406	0.5312453033
316	0.7315673406	0.5312243241
317	0.7316399192	0.5311977881
318	0.7315958662	0.5311580716
319	0.7316295627	0.5311391008
320	0.7316489998	0.5311270785
321	0.7316878769	0.5311004609
322	0.7317073171	0.531087453
323	0.7317448934	0.531054926
324	0.7317733925	0.531036311
325	0.7316917683	0.5310048831
326	0.7316049514	0.5309869533
327	0.7316243857	0.5309650956
328	0.7316775136	0.5309380401
329	0.7317448934	0.530899636
330	0.7318368973	0.5308760409
331	0.7317837694	0.530846753
332	0.731803209	0.5308331482
333	0.7317112044	0.5308050558
334	0.7319081131	0.5307916439
335	0.7319365889	0.5307690651
336	0.7319365889	0.5307550566
337	0.7319171535	0.5307255946
338	0.7320518267	0.5307065843
339	0.7320375976	0.5306784565
340	0.732023367	0.5306608708
341	0.7321736821	0.5306347043
342	0.7322500133	0.5306095472
343	0.7321774686	0.5305831972
344	0.73221113	0.5305660765
345	0.7321580289	0.5305427757
346	0.7321580289	0.5305269402
347	0.7320570351	0.5305086169
348	0.732115354	0.5305020914
349	0.7320209346	0.5304408924
350	0.7319678011	0.530413122
351	0.7321167689	0.5303810453
352	0.7321646746	0.5303593134
353	0.7321789015	0.5303384364
354	0.7321257835	0.5303055597
355	0.7320778772	0.5302696448
356	0.7321841218	0.5302608974
357	0.7321646746	0.5302337646
358	0.7321841218	0.5302088329
359	0.7324055877	0.5301854215
360	0.7322993573	0.5301576378
361	0.7321452285	0.5301281623
362	0.7322462421	0.5300936769
363	0.7322604631	0.5300483038
364	0.7323188059	0.5299928952
365	0.732377158	0.529971176
366	0.7322514674	0.529951505
367	0.7323135755	0.5299163752
368	0.7322125727	0.5299007263
369	0.7322125727	0.5298805502
370	0.7321931269	0.5298445106
371	0.7321841218	0.529792357
372	0.7322125727	0.5297791069
373	0.732237244	0.5297650655
374	0.7324198003	0.5297412836
375	0.7324003505	0.5297285856
376	0.7323861373	0.5297132127
377	0.7323472396	0.5297010121
378	0.7323524725	0.5296802398
379	0.7323188059	0.5296692374
380	0.7323240372	0.5296238783
381	0.7323577063	0.5296052082
382	0.7324444917	0.5295900452
383	0.7325170646	0.5295701542
384	0.7325701841	0.5295425445
385	0.7326090998	0.5295230215
386	0.7325754356	0.5295090448
387	0.7325948947	0.5294910272
388	0.7327011448	0.529470144
389	0.7327348066	0.5294583444
390	0.7326622221	0.5294356836
391	0.7325754356	0.529397011
392	0.7325754356	0.5293742923
393	0.7327011448	0.5293546738
394	0.732681683	0.5293285854
395	0.7327773942	0.5293071938
396	0.732791587	0.5292953508
397	0.7327579339	0.5292724551
398	0.7326674813	0.5292490182
399	0.7328021248	0.5292202236
400	0.7328889007	0.5291854877
401	0.7329225539	0.52915966
402	0.7329473013	0.5291425862
403	0.7329420201	0.5291040732
404	0.7331403225	0.5290751486
405	0.7328641615	0.5290393417
406	0.7329703891	0.5290120597
407	0.7329067205	0.5289894726
408	0.7328536151	0.5289697116
409	0.7327721274	0.5289534176
410	0.7326853622	0.5289285071
411	0.7327863193	0.5288798639
412	0.7328057783	0.5288383407
413	0.7329067205	0.528826566
414	0.7329509242	0.5287860751
415	0.7330182166	0.5287715279
416	0.7330554597	0.528721543
417	0.7329545455	0.5287049949
418	0.7329598258	0.5286752288
419	0.7329067205	0.528652416
420	0.7329456438	0.5286397025
421	0.7329792884	0.5286224967
422	0.7329598258	0.5286152395
423	0.7328872604	0.5285947676
424	0.7330235029	0.52857813
425	0.7329172753	0.5285371278
426	0.7330198953	0.5285087001
427	0.733135026	0.5284998797
428	0.7331013784	0.5284681076
429	0.7328941776	0.5284486422
430	0.7328021248	0.5284351112
431	0.7329136452	0.5284066858
432	0.7329525833	0.5283895477
433	0.7328994554	0.5283750178
434	0.7329331137	0.528353548
435	0.7329525833	0.5283372456
436	0.733000425	0.528319918
437	0.7331544979	0.528292834
438	0.7331544979	0.5282777931
439	0.7331403225	0.5282610686
440	0.733135026	0.5282338247
441	0.7331544979	0.5282241604
442	0.7332217884	0.5282012865
443	0.733255431	0.5281596815
444	0.7334041423	0.5281308657
445	0.733370509	0.5281072388
446	0.7332695985	0.528097024
447	0.733235958	0.5280859422
448	0.7333952994	0.5280657863
449	0.7333280217	0.52804925
450	0.7333616614	0.5280312124
451	0.7333616614	0.5279962317
452	0.7332695985	0.5279837811
453	0.7333758232	0.5279529646
454	0.7332943801	0.5279277381
455	0.7332501261	0.5279066476
456	0.7333758232	0.5278909136
457	0.7334147767	0.5278620511
458	0.7334484132	0.5278367858
459	0.7334430931	0.5278146726
460	0.7334962027	0.5277857224
461	0.7335634626	0.5277680904
462	0.7336555314	0.5277450285
463	0.7335829417	0.5277049543
464	0.733621903	0.5276855188
465	0.7336555314	0.5276774003
466	0.7337953743	0.5276595319
467	0.7338289963	0.5276393628
468	0.733843131	0.5276110852
469	0.7338519128	0.5275813726
470	0.7339191378	0.5275643616
471	0.7339332643	0.5275355135
472	0.7338801731	0.5274834766
473	0.7338606923	0.5274655636
474	0.7338606923	0.5274549917
475	0.7339332643	0.5274437331
476	0.7339332643	0.5274233463
477	0.7339084273	0.5274024874
478	0.7338270818	0.5273923192
479	0.7338748208	0.5273822526
480	0.7338660437	0.527363136
481	0.7338801731	0.5273403047
482	0.7339473894	0.5273039176
483	0.7339951163	0.5272884659
484	0.7339615129	0.5272624298
485	0.7338996549	0.5272364381
486	0.7338801731	0.5272093656
487	0.7338660437	0.5271826012
488	0.7338324307	0.5271617481
489	0.733871396	0.5271425853
490	0.7339244942	0.5271175014
491	0.7339050097	0.5270918793
492	0.7339688272	0.5270665216
493	0.7339244942	0.5270434038
494	0.7340501792	0.5270336346
495	0.734184608	0.527027516
496	0.7341953642	0.5270111632
497	0.7341953642	0.5269873804
498	0.7342094783	0.5269669187
499	0.7341758709	0.5269612587
500	0.7341758709	0.5269542307
501	0.7342961822	0.5269083107
502	0.7343156777	0.5268962965
503	0.7343015692	0.5268700936
504	0.7342874592	0.5268557327
505	0.7343405645	0.5268449281
506	0.734172509	0.5268251046
507	0.7342733477	0.5268128951
508	0.7341476367	0.5267932307
509	0.7341671314	0.5267745287
510	0.7341758709	0.5267554538
511	0.7343741703	0.5267271649
512	0.7343546717	0.5267118344
513	0.734379564	0.526698005
514	0.7344554771	0.5266783981
515	0.7341368874	0.5266585906
516	0.7341899857	0.5266169672
517	0.734228972	0.5265878075
518	0.7342874592	0.5265628709
519	0.7342343538	0.526538464
520	0.7342343538	0.5265163346
521	0.7342874592	0.526488719
522	0.7343156777	0.5264623269
523	0.7342148585	0.526435311
524	0.7342202395	0.5264213523
525	0.734186627	0.5264014812
526	0.7341335174	0.5263814706
527	0.7342928461	0.5263650768
528	0.7342343538	0.5263514938
529	0.7343210663	0.5263333698
530	0.7342256214	0.5263097786
531	0.7342820731	0.5262914885
532	0.7342343538	0.5262685352
533	0.7341530127	0.5262459454
534	0.7341671314	0.5262361631
535	0.7340272983	0.5262162472
536	0.7339936798	0.5262057618
537	0.7340662843	0.5261731934
538	0.7341247709	0.5261471267
539	0.7340434009	0.5261364925
540	0.734082397	0.5261155415
541	0.7340487701	0.5260870279
542	0.7341496454	0.5260528973
543	0.7341106478	0.5260246749
544	0.7341637672	0.5260055496
545	0.7342061237	0.5259811018
546	0.7341671314	0.5259725271
547	0.7342061237	0.5259535665
548	0.73426462	0.525933359
549	0.73426462	0.5259283206
550	0.7342310042	0.5259195295
551	0.7342753931	0.525911143
552	0.7344239656	0.5258858583
553	0.734390354	0.5258772311
554	0.7344575754	0.5258663296
555	0.7343513478	0.5258441008
556	0.7344044616	0.5258263663
557	0.7343459557	0.525805441
558	0.7342592347	0.5257739619
559	0.734306957	0.5257538076
560	0.7343600637	0.5257302347
561	0.7343459557	0.5257118808
562	0.734379564	0.5256929707
563	0.7343459557	0.5256628845
564	0.7344131705	0.5256537
565	0.7344272742	0.5256283128
566	0.7345865859	0.525616417
567	0.7344998805	0.5256092026
568	0.7344998805	0.5255955653
569	0.7346678702	0.5255817931
570	0.7346006797	0.5255708333
571	0.7347209685	0.5255542873
572	0.7347881491	0.5255376461
573	0.7347935749	0.525525193
574	0.734759983	0.525490726
575	0.7348802634	0.5254630757
576	0.7348076566	0.5254560946
